,casos_2503001,casos_est_2503001,casos_est_min_2503001,casos_est_max_2503001,p_rt1_2503001,p_inc100k_2503001,temp_min_2503001,temp_max_2503001,umid_min_2503001,pressao_min_2503001,casos_2512507,casos_est_2512507,casos_est_min_2512507,casos_est_max_2512507,p_rt1_2512507,p_inc100k_2512507,temp_min_2512507,temp_max_2512507,umid_min_2512507,pressao_min_2512507,casos_2517100,casos_est_2517100,casos_est_min_2517100,casos_est_max_2517100,p_rt1_2517100,p_inc100k_2517100,temp_min_2517100,temp_max_2517100,umid_min_2517100,pressao_min_2517100,casos_2507507,casos_est_2507507,casos_est_min_2507507,casos_est_max_2507507,p_rt1_2507507,p_inc100k_2507507,temp_min_2507507,temp_max_2507507,umid_min_2507507,pressao_min_2507507,casos_2506004,casos_est_2506004,casos_est_min_2506004,casos_est_max_2506004,p_rt1_2506004,p_inc100k_2506004,temp_min_2506004,temp_max_2506004,umid_min_2506004,pressao_min_2506004,casos_2504702,casos_est_2504702,casos_est_min_2504702,casos_est_max_2504702,p_rt1_2504702,p_inc100k_2504702,temp_min_2504702,temp_max_2504702,umid_min_2504702,pressao_min_2504702,casos_2512002,casos_est_2512002,casos_est_min_2512002,casos_est_max_2512002,p_rt1_2512002,p_inc100k_2512002,temp_min_2512002,temp_max_2512002,umid_min_2512002,pressao_min_2512002,casos_2504306,casos_est_2504306,casos_est_min_2504306,casos_est_max_2504306,p_rt1_2504306,p_inc100k_2504306,temp_min_2504306,temp_max_2504306,umid_min_2504306,pressao_min_2504306
2013-09-15,0,0.0,0,0,0.5,0.0,21.428571428571427,26.428571428571427,53.142857142857146,1013.8571428571429,0,0.0,0,0,0.5,0.0,18.428571428571427,28.142857142857142,52.57142857142857,1015.1428571428571,0,0.0,0,0,0.5,0.0,18.428571428571427,28.142857142857142,52.57142857142857,1015.1428571428571,0,0.0,0,0,0.5,0.0,21.428571428571427,26.428571428571427,53.142857142857146,1013.8571428571429,0,0.0,0,0,0.5,0.0,18.428571428571427,28.142857142857142,52.57142857142857,1015.1428571428571,0,0.0,0,0,0.5,0.0,18.428571428571427,28.142857142857142,52.57142857142857,1015.1428571428571,0,0.0,0,0,0.5,0.0,18.428571428571427,28.142857142857142,52.57142857142857,1015.1428571428571,0,0.0,0,0,0.5,0.0,18.428571428571427,28.142857142857142,52.57142857142857,1015.1428571428571
2013-09-22,0,0.0,0,0,0.5,0.0,23.0,26.857142857142858,53.42857142857143,1013.1428571428571,0,0.0,0,0,0.5,0.0,19.285714285714285,29.571428571428573,43.0,1014.5714285714286,0,0.0,0,0,0.5,0.0,19.285714285714285,29.571428571428573,43.0,1014.5714285714286,0,0.0,0,0,0.5,0.0,23.0,26.857142857142858,53.42857142857143,1013.1428571428571,0,0.0,0,0,0.5,0.0,19.285714285714285,29.571428571428573,43.0,1014.5714285714286,0,0.0,0,0,0.5,0.0,19.285714285714285,29.571428571428573,43.0,1014.5714285714286,0,0.0,0,0,0.5,0.0,19.285714285714285,29.571428571428573,43.0,1014.5714285714286,0,0.0,0,0,0.5,0.0,19.285714285714285,29.571428571428573,43.0,1014.5714285714286
2013-09-29,0,0.0,0,0,0.5,0.0,23.714285714285715,28.285714285714285,61.0,1013.0,0,0.0,0,0,0.5,0.0,19.285714285714285,30.428571428571427,41.142857142857146,1013.7142857142857,0,0.0,0,0,0.5,0.0,19.285714285714285,30.428571428571427,41.142857142857146,1013.7142857142857,0,0.0,0,0,0.5,0.0,23.714285714285715,28.285714285714285,61.0,1013.0,0,0.0,0,0,0.5,0.0,19.285714285714285,30.428571428571427,41.142857142857146,1013.7142857142857,0,0.0,0,0,0.5,0.0,19.285714285714285,30.428571428571427,41.142857142857146,1013.7142857142857,0,0.0,0,0,0.5,0.0,19.285714285714285,30.428571428571427,41.142857142857146,1013.7142857142857,0,0.0,0,0,0.5,0.0,19.285714285714285,30.428571428571427,41.142857142857146,1013.7142857142857
2013-10-06,0,0.0,0,0,0.5,0.0,24.285714285714285,28.285714285714285,60.857142857142854,1012.8571428571429,0,0.0,0,0,0.5,0.0,19.428571428571427,30.714285714285715,39.57142857142857,1005.4285714285714,0,0.0,0,0,0.5,0.0,19.428571428571427,30.714285714285715,39.57142857142857,1005.4285714285714,0,0.0,0,0,0.5,0.0,24.285714285714285,28.285714285714285,60.857142857142854,1012.8571428571429,0,0.0,0,0,0.5,0.0,19.428571428571427,30.714285714285715,39.57142857142857,1005.4285714285714,0,0.0,0,0,0.5,0.0,19.428571428571427,30.714285714285715,39.57142857142857,1005.4285714285714,0,0.0,0,0,0.5,0.0,19.428571428571427,30.714285714285715,39.57142857142857,1005.4285714285714,0,0.0,0,0,0.5,0.0,19.428571428571427,30.714285714285715,39.57142857142857,1005.4285714285714
2013-10-13,0,0.0,0,0,0.5,0.0,24.142857142857142,28.285714285714285,61.0,882.7142857142857,0,0.0,0,0,0.5,0.0,19.857142857142858,30.714285714285715,41.857142857142854,1013.1428571428571,0,0.0,0,0,0.5,0.0,19.857142857142858,30.714285714285715,41.857142857142854,1013.1428571428571,0,0.0,0,0,0.5,0.0,24.142857142857142,28.285714285714285,61.0,882.7142857142857,0,0.0,0,0,0.5,0.0,19.857142857142858,30.714285714285715,41.857142857142854,1013.1428571428571,0,0.0,0,0,0.5,0.0,19.857142857142858,30.714285714285715,41.857142857142854,1013.1428571428571,0,0.0,0,0,0.5,0.0,19.857142857142858,30.714285714285715,41.857142857142854,1013.1428571428571,0,0.0,0,0,0.5,0.0,19.857142857142858,30.714285714285715,41.857142857142854,1013.1428571428571
2013-10-20,0,0.0,0,0,0.5,0.0,25.142857142857142,28.571428571428573,61.857142857142854,1012.5714285714286,0,0.0,0,0,0.5,0.0,20.0,31.142857142857142,38.857142857142854,1012.8571428571429,0,0.0,0,0,0.5,0.0,20.0,31.142857142857142,38.857142857142854,1012.8571428571429,0,0.0,0,0,0.5,0.0,25.142857142857142,28.571428571428573,61.857142857142854,1012.5714285714286,0,0.0,0,0,0.5,0.0,20.0,31.142857142857142,38.857142857142854,1012.8571428571429,0,0.0,0,0,0.5,0.0,20.0,31.142857142857142,38.857142857142854,1012.8571428571429,0,0.0,0,0,0.5,0.0,20.0,31.142857142857142,38.857142857142854,1012.8571428571429,0,0.0,0,0,0.5,0.0,20.0,31.142857142857142,38.857142857142854,1012.8571428571429
2013-10-27,0,0.0,0,0,0.5,0.0,24.428571428571427,28.714285714285715,59.857142857142854,1012.2857142857143,0,0.0,0,0,0.5,0.0,20.142857142857142,31.285714285714285,41.42857142857143,1012.5714285714286,0,0.0,0,0,0.5,0.0,20.142857142857142,31.285714285714285,41.42857142857143,1012.5714285714286,0,0.0,0,0,0.5,0.0,24.428571428571427,28.714285714285715,59.857142857142854,1012.2857142857143,0,0.0,0,0,0.5,0.0,20.142857142857142,31.285714285714285,41.42857142857143,1012.5714285714286,0,0.0,0,0,0.5,0.0,20.142857142857142,31.285714285714285,41.42857142857143,1012.5714285714286,0,0.0,0,0,0.5,0.0,20.142857142857142,31.285714285714285,41.42857142857143,1012.5714285714286,0,0.0,0,0,0.5,0.0,20.142857142857142,31.285714285714285,41.42857142857143,1012.5714285714286
2013-11-03,0,0.0,0,0,0.5,0.0,24.571428571428573,28.714285714285715,61.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.285714285714285,31.0,36.714285714285715,1011.7142857142857,0,0.0,0,0,0.5,0.0,20.285714285714285,31.0,36.714285714285715,1011.7142857142857,0,0.0,0,0,0.5,0.0,24.571428571428573,28.714285714285715,61.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.285714285714285,31.0,36.714285714285715,1011.7142857142857,0,0.0,0,0,0.5,0.0,20.285714285714285,31.0,36.714285714285715,1011.7142857142857,0,0.0,0,0,0.5,0.0,20.285714285714285,31.0,36.714285714285715,1011.7142857142857,0,0.0,0,0,0.5,0.0,20.285714285714285,31.0,36.714285714285715,1011.7142857142857
2013-11-10,0,0.0,0,0,0.5,0.0,24.857142857142858,29.285714285714285,60.57142857142857,1011.0,0,0.0,0,0,0.5,0.0,20.571428571428573,30.428571428571427,43.285714285714285,1011.1428571428571,0,0.0,0,0,0.5,0.0,20.571428571428573,30.428571428571427,43.285714285714285,1011.1428571428571,0,0.0,0,0,0.5,0.0,24.857142857142858,29.285714285714285,60.57142857142857,1011.0,0,0.0,0,0,0.5,0.0,20.571428571428573,30.428571428571427,43.285714285714285,1011.1428571428571,0,0.0,0,0,0.5,0.0,20.571428571428573,30.428571428571427,43.285714285714285,1011.1428571428571,0,0.0,0,0,0.5,0.0,20.571428571428573,30.428571428571427,43.285714285714285,1011.1428571428571,0,0.0,0,0,0.5,0.0,20.571428571428573,30.428571428571427,43.285714285714285,1011.1428571428571
2013-11-17,0,0.0,0,0,0.5,0.0,25.714285714285715,29.285714285714285,58.142857142857146,1011.7142857142857,0,0.0,0,0,0.5,0.0,20.142857142857142,30.857142857142858,36.285714285714285,1012.5714285714286,0,0.0,0,0,0.5,0.0,20.142857142857142,30.857142857142858,36.285714285714285,1012.5714285714286,0,0.0,0,0,0.5,0.0,25.714285714285715,29.285714285714285,58.142857142857146,1011.7142857142857,0,0.0,0,0,0.5,0.0,20.142857142857142,30.857142857142858,36.285714285714285,1012.5714285714286,0,0.0,0,0,0.5,0.0,20.142857142857142,30.857142857142858,36.285714285714285,1012.5714285714286,0,0.0,0,0,0.5,0.0,20.142857142857142,30.857142857142858,36.285714285714285,1012.5714285714286,0,0.0,0,0,0.5,0.0,20.142857142857142,30.857142857142858,36.285714285714285,1012.5714285714286
2013-11-24,0,0.0,0,0,0.5,0.0,24.285714285714285,28.714285714285715,63.42857142857143,1010.0,0,0.0,0,0,0.5,0.0,20.571428571428573,30.857142857142858,39.857142857142854,880.7142857142857,0,0.0,0,0,0.5,0.0,20.571428571428573,30.857142857142858,39.857142857142854,880.7142857142857,0,0.0,0,0,0.5,0.0,24.285714285714285,28.714285714285715,63.42857142857143,1010.0,0,0.0,0,0,0.5,0.0,20.571428571428573,30.857142857142858,39.857142857142854,880.7142857142857,0,0.0,0,0,0.5,0.0,20.571428571428573,30.857142857142858,39.857142857142854,880.7142857142857,0,0.0,0,0,0.5,0.0,20.571428571428573,30.857142857142858,39.857142857142854,880.7142857142857,0,0.0,0,0,0.5,0.0,20.571428571428573,30.857142857142858,39.857142857142854,880.7142857142857
2013-12-01,0,0.0,0,0,0.5,0.0,25.285714285714285,29.142857142857142,59.0,1009.2857142857143,0,0.0,0,0,0.5,0.0,20.714285714285715,32.0,33.0,1010.1428571428571,0,0.0,0,0,0.5,0.0,20.714285714285715,32.0,33.0,1010.1428571428571,0,0.0,0,0,0.5,0.0,25.285714285714285,29.142857142857142,59.0,1009.2857142857143,0,0.0,0,0,0.5,0.0,20.714285714285715,32.0,33.0,1010.1428571428571,0,0.0,0,0,0.5,0.0,20.714285714285715,32.0,33.0,1010.1428571428571,0,0.0,0,0,0.5,0.0,20.714285714285715,32.0,33.0,1010.1428571428571,0,0.0,0,0,0.5,0.0,20.714285714285715,32.0,33.0,1010.1428571428571
2013-12-08,0,0.0,0,0,0.5,0.0,25.285714285714285,29.428571428571427,59.714285714285715,1011.1428571428571,0,0.0,0,0,0.5,0.0,21.0,33.42857142857143,31.571428571428573,1011.4285714285714,0,0.0,0,0,0.5,0.0,21.0,33.42857142857143,31.571428571428573,1011.4285714285714,0,0.0,0,0,0.5,0.0,25.285714285714285,29.428571428571427,59.714285714285715,1011.1428571428571,0,0.0,0,0,0.5,0.0,21.0,33.42857142857143,31.571428571428573,1011.4285714285714,0,0.0,0,0,0.5,0.0,21.0,33.42857142857143,31.571428571428573,1011.4285714285714,0,0.0,0,0,0.5,0.0,21.0,33.42857142857143,31.571428571428573,1011.4285714285714,0,0.0,0,0,0.5,0.0,21.0,33.42857142857143,31.571428571428573,1011.4285714285714
2013-12-15,0,0.0,0,0,0.5,0.0,25.285714285714285,30.285714285714285,55.714285714285715,1010.5714285714286,0,0.0,0,0,0.5,0.0,20.428571428571427,33.42857142857143,32.42857142857143,1011.1428571428571,0,0.0,0,0,0.5,0.0,20.428571428571427,33.42857142857143,32.42857142857143,1011.1428571428571,0,0.0,0,0,0.5,0.0,25.285714285714285,30.285714285714285,55.714285714285715,1010.5714285714286,0,0.0,0,0,0.5,0.0,20.428571428571427,33.42857142857143,32.42857142857143,1011.1428571428571,0,0.0,0,0,0.5,0.0,20.428571428571427,33.42857142857143,32.42857142857143,1011.1428571428571,0,0.0,0,0,0.5,0.0,20.428571428571427,33.42857142857143,32.42857142857143,1011.1428571428571,0,0.0,0,0,0.5,0.0,20.428571428571427,33.42857142857143,32.42857142857143,1011.1428571428571
2013-12-22,0,0.0,0,0,0.5,0.0,25.0,29.142857142857142,63.142857142857146,1008.2857142857143,0,0.0,0,0,0.5,0.0,21.0,29.571428571428573,46.142857142857146,1009.1428571428571,0,0.0,0,0,0.5,0.0,21.0,29.571428571428573,46.142857142857146,1009.1428571428571,0,0.0,0,0,0.5,0.0,25.0,29.142857142857142,63.142857142857146,1008.2857142857143,0,0.0,0,0,0.5,0.0,21.0,29.571428571428573,46.142857142857146,1009.1428571428571,0,0.0,0,0,0.5,0.0,21.0,29.571428571428573,46.142857142857146,1009.1428571428571,0,0.0,0,0,0.5,0.0,21.0,29.571428571428573,46.142857142857146,1009.1428571428571,0,0.0,0,0,0.5,0.0,21.0,29.571428571428573,46.142857142857146,1009.1428571428571
2013-12-29,0,0.0,0,0,0.5,0.0,25.857142857142858,29.857142857142858,63.42857142857143,1011.0,0,0.0,0,0,0.5,0.0,21.285714285714285,31.857142857142858,39.142857142857146,1011.2857142857143,0,0.0,0,0,0.5,0.0,21.285714285714285,31.857142857142858,39.142857142857146,1011.2857142857143,0,0.0,0,0,0.5,0.0,25.857142857142858,29.857142857142858,63.42857142857143,1011.0,0,0.0,0,0,0.5,0.0,21.285714285714285,31.857142857142858,39.142857142857146,1011.2857142857143,0,0.0,0,0,0.5,0.0,21.285714285714285,31.857142857142858,39.142857142857146,1011.2857142857143,0,0.0,0,0,0.5,0.0,21.285714285714285,31.857142857142858,39.142857142857146,1011.2857142857143,0,0.0,0,0,0.5,0.0,21.285714285714285,31.857142857142858,39.142857142857146,1011.2857142857143
2014-01-05,0,0.0,0,0,0.5,0.0,25.857142857142858,29.571428571428573,55.142857142857146,1011.2857142857143,0,0.0,0,0,0.5,0.0,20.428571428571427,32.42857142857143,30.428571428571427,1011.7142857142857,0,0.0,0,0,0.5,0.0,20.428571428571427,32.42857142857143,30.428571428571427,1011.7142857142857,0,0.0,0,0,0.5,0.0,25.857142857142858,29.571428571428573,55.142857142857146,1011.2857142857143,0,0.0,0,0,0.5,0.0,20.428571428571427,32.42857142857143,30.428571428571427,1011.7142857142857,0,0.0,0,0,0.5,0.0,20.428571428571427,32.42857142857143,30.428571428571427,1011.7142857142857,0,0.0,0,0,0.5,0.0,20.428571428571427,32.42857142857143,30.428571428571427,1011.7142857142857,0,0.0,0,0,0.5,0.0,20.428571428571427,32.42857142857143,30.428571428571427,1011.7142857142857
2014-01-12,0,0.0,0,0,0.5,0.0,23.571428571428573,28.714285714285715,60.714285714285715,750.8571428571429,0,0.0,0,0,0.5,0.0,20.285714285714285,30.142857142857142,43.714285714285715,881.8571428571429,0,0.0,0,0,0.5,0.0,20.285714285714285,30.142857142857142,43.714285714285715,881.8571428571429,0,0.0,0,0,0.5,0.0,23.571428571428573,28.714285714285715,60.714285714285715,750.8571428571429,0,0.0,0,0,0.5,0.0,20.285714285714285,30.142857142857142,43.714285714285715,881.8571428571429,0,0.0,0,0,0.5,0.0,20.285714285714285,30.142857142857142,43.714285714285715,881.8571428571429,0,0.0,0,0,0.5,0.0,20.285714285714285,30.142857142857142,43.714285714285715,881.8571428571429,0,0.0,0,0,0.5,0.0,20.285714285714285,30.142857142857142,43.714285714285715,881.8571428571429
2014-01-19,0,0.0,0,0,0.5,0.0,25.142857142857142,29.714285714285715,60.285714285714285,1012.0,0,0.0,0,0,0.5,0.0,20.857142857142858,32.57142857142857,38.857142857142854,868.0,0,0.0,0,0,0.5,0.0,20.857142857142858,32.57142857142857,38.857142857142854,868.0,0,0.0,0,0,0.5,0.0,25.142857142857142,29.714285714285715,60.285714285714285,1012.0,0,0.0,0,0,0.5,0.0,20.857142857142858,32.57142857142857,38.857142857142854,868.0,0,0.0,0,0,0.5,0.0,20.857142857142858,32.57142857142857,38.857142857142854,868.0,0,0.0,0,0,0.5,0.0,20.857142857142858,32.57142857142857,38.857142857142854,868.0,0,0.0,0,0,0.5,0.0,20.857142857142858,32.57142857142857,38.857142857142854,868.0
2014-01-26,0,0.0,0,0,0.5,0.0,25.571428571428573,29.571428571428573,59.0,1011.0,0,0.0,0,0,0.5,0.0,20.285714285714285,33.142857142857146,32.57142857142857,1011.2857142857143,0,0.0,0,0,0.5,0.0,20.285714285714285,33.142857142857146,32.57142857142857,1011.2857142857143,0,0.0,0,0,0.5,0.0,25.571428571428573,29.571428571428573,59.0,1011.0,0,0.0,0,0,0.5,0.0,20.285714285714285,33.142857142857146,32.57142857142857,1011.2857142857143,0,0.0,0,0,0.5,0.0,20.285714285714285,33.142857142857146,32.57142857142857,1011.2857142857143,0,0.0,0,0,0.5,0.0,20.285714285714285,33.142857142857146,32.57142857142857,1011.2857142857143,0,0.0,0,0,0.5,0.0,20.285714285714285,33.142857142857146,32.57142857142857,1011.2857142857143
2014-02-02,0,0.0,0,0,0.5,0.0,25.285714285714285,29.714285714285715,61.142857142857146,1010.4285714285714,0,0.0,0,0,0.5,0.0,21.142857142857142,32.42857142857143,36.0,1010.8571428571429,0,0.0,0,0,0.5,0.0,21.142857142857142,32.42857142857143,36.0,1010.8571428571429,0,0.0,0,0,0.5,0.0,25.285714285714285,29.714285714285715,61.142857142857146,1010.4285714285714,0,0.0,0,0,0.5,0.0,21.142857142857142,32.42857142857143,36.0,1010.8571428571429,0,0.0,0,0,0.5,0.0,21.142857142857142,32.42857142857143,36.0,1010.8571428571429,0,0.0,0,0,0.5,0.0,21.142857142857142,32.42857142857143,36.0,1010.8571428571429,0,0.0,0,0,0.5,0.0,21.142857142857142,32.42857142857143,36.0,1010.8571428571429
2014-02-09,0,0.0,0,0,0.5,0.0,23.714285714285715,29.0,62.714285714285715,1010.2857142857143,0,0.0,0,0,0.5,0.0,20.714285714285715,29.428571428571427,54.285714285714285,1011.2857142857143,0,0.0,0,0,0.5,0.0,20.714285714285715,29.428571428571427,54.285714285714285,1011.2857142857143,0,0.0,0,0,0.5,0.0,23.714285714285715,29.0,62.714285714285715,1010.2857142857143,0,0.0,0,0,0.5,0.0,20.714285714285715,29.428571428571427,54.285714285714285,1011.2857142857143,0,0.0,0,0,0.5,0.0,20.714285714285715,29.428571428571427,54.285714285714285,1011.2857142857143,0,0.0,0,0,0.5,0.0,20.714285714285715,29.428571428571427,54.285714285714285,1011.2857142857143,0,0.0,0,0,0.5,0.0,20.714285714285715,29.428571428571427,54.285714285714285,1011.2857142857143
2014-02-16,0,0.0,0,0,0.5,0.0,24.428571428571427,29.714285714285715,62.142857142857146,1010.0,0,0.0,0,0,0.5,0.0,21.142857142857142,31.714285714285715,44.142857142857146,1010.1428571428571,0,0.0,0,0,0.5,0.0,21.142857142857142,31.714285714285715,44.142857142857146,1010.1428571428571,0,0.0,0,0,0.5,0.0,24.428571428571427,29.714285714285715,62.142857142857146,1010.0,0,0.0,0,0,0.5,0.0,21.142857142857142,31.714285714285715,44.142857142857146,1010.1428571428571,0,0.0,0,0,0.5,0.0,21.142857142857142,31.714285714285715,44.142857142857146,1010.1428571428571,0,0.0,0,0,0.5,0.0,21.142857142857142,31.714285714285715,44.142857142857146,1010.1428571428571,0,0.0,0,0,0.5,0.0,21.142857142857142,31.714285714285715,44.142857142857146,1010.1428571428571
2014-02-23,0,0.0,0,0,0.5,0.0,24.857142857142858,30.0,61.142857142857146,880.2857142857143,0,0.0,0,0,0.5,0.0,21.0,31.142857142857142,45.57142857142857,881.1428571428571,0,0.0,0,0,0.5,0.0,21.0,31.142857142857142,45.57142857142857,881.1428571428571,0,0.0,0,0,0.5,0.0,24.857142857142858,30.0,61.142857142857146,880.2857142857143,0,0.0,0,0,0.5,0.0,21.0,31.142857142857142,45.57142857142857,881.1428571428571,0,0.0,0,0,0.5,0.0,21.0,31.142857142857142,45.57142857142857,881.1428571428571,0,0.0,0,0,0.5,0.0,21.0,31.142857142857142,45.57142857142857,881.1428571428571,0,0.0,0,0,0.5,0.0,21.0,31.142857142857142,45.57142857142857,881.1428571428571
2014-03-02,0,0.0,0,0,0.5,0.0,24.428571428571427,30.142857142857142,58.0,1009.7142857142857,0,0.0,0,0,0.5,0.0,20.714285714285715,32.142857142857146,40.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.714285714285715,32.142857142857146,40.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,24.428571428571427,30.142857142857142,58.0,1009.7142857142857,0,0.0,0,0,0.5,0.0,20.714285714285715,32.142857142857146,40.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.714285714285715,32.142857142857146,40.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.714285714285715,32.142857142857146,40.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.714285714285715,32.142857142857146,40.714285714285715,1010.4285714285714
2014-03-09,0,0.0,0,0,0.5,0.0,25.0,30.0,60.285714285714285,1010.4285714285714,0,0.0,0,0,0.5,0.0,21.285714285714285,32.42857142857143,37.57142857142857,1011.1428571428571,0,0.0,0,0,0.5,0.0,21.285714285714285,32.42857142857143,37.57142857142857,1011.1428571428571,0,0.0,0,0,0.5,0.0,25.0,30.0,60.285714285714285,1010.4285714285714,0,0.0,0,0,0.5,0.0,21.285714285714285,32.42857142857143,37.57142857142857,1011.1428571428571,0,0.0,0,0,0.5,0.0,21.285714285714285,32.42857142857143,37.57142857142857,1011.1428571428571,0,0.0,0,0,0.5,0.0,21.285714285714285,32.42857142857143,37.57142857142857,1011.1428571428571,0,0.0,0,0,0.5,0.0,21.285714285714285,32.42857142857143,37.57142857142857,1011.1428571428571
2014-03-16,0,0.0,0,0,0.5,0.0,24.714285714285715,29.142857142857142,65.0,880.5714285714286,0,0.0,0,0,0.5,0.0,21.0,30.428571428571427,50.42857142857143,1011.4285714285714,0,0.0,0,0,0.5,0.0,21.0,30.428571428571427,50.42857142857143,1011.4285714285714,0,0.0,0,0,0.5,0.0,24.714285714285715,29.142857142857142,65.0,880.5714285714286,0,0.0,0,0,0.5,0.0,21.0,30.428571428571427,50.42857142857143,1011.4285714285714,0,0.0,0,0,0.5,0.0,21.0,30.428571428571427,50.42857142857143,1011.4285714285714,0,0.0,0,0,0.5,0.0,21.0,30.428571428571427,50.42857142857143,1011.4285714285714,0,0.0,0,0,0.5,0.0,21.0,30.428571428571427,50.42857142857143,1011.4285714285714
2014-03-23,0,0.0,0,0,0.5,0.0,25.571428571428573,30.0,60.857142857142854,1010.5714285714286,0,0.0,0,0,0.5,0.0,21.571428571428573,32.57142857142857,39.142857142857146,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.571428571428573,32.57142857142857,39.142857142857146,1010.7142857142857,0,0.0,0,0,0.5,0.0,25.571428571428573,30.0,60.857142857142854,1010.5714285714286,0,0.0,0,0,0.5,0.0,21.571428571428573,32.57142857142857,39.142857142857146,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.571428571428573,32.57142857142857,39.142857142857146,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.571428571428573,32.57142857142857,39.142857142857146,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.571428571428573,32.57142857142857,39.142857142857146,1010.7142857142857
2014-03-30,0,0.0,0,0,0.5,0.0,25.0,30.428571428571427,60.714285714285715,1010.5714285714286,0,0.0,0,0,0.5,0.0,21.0,33.142857142857146,35.714285714285715,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.0,33.142857142857146,35.714285714285715,1010.7142857142857,0,0.0,0,0,0.5,0.0,25.0,30.428571428571427,60.714285714285715,1010.5714285714286,0,0.0,0,0,0.5,0.0,21.0,33.142857142857146,35.714285714285715,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.0,33.142857142857146,35.714285714285715,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.0,33.142857142857146,35.714285714285715,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.0,33.142857142857146,35.714285714285715,1010.7142857142857
2014-04-06,0,0.0,0,0,0.5,0.0,24.714285714285715,30.142857142857142,63.142857142857146,1010.8571428571429,0,0.0,0,0,0.5,0.0,21.714285714285715,33.57142857142857,37.142857142857146,1011.8571428571429,0,0.0,0,0,0.5,0.0,21.714285714285715,33.57142857142857,37.142857142857146,1011.8571428571429,0,0.0,0,0,0.5,0.0,24.714285714285715,30.142857142857142,63.142857142857146,1010.8571428571429,0,0.0,0,0,0.5,0.0,21.714285714285715,33.57142857142857,37.142857142857146,1011.8571428571429,0,0.0,0,0,0.5,0.0,21.714285714285715,33.57142857142857,37.142857142857146,1011.8571428571429,0,0.0,0,0,0.5,0.0,21.714285714285715,33.57142857142857,37.142857142857146,1011.8571428571429,0,0.0,0,0,0.5,0.0,21.714285714285715,33.57142857142857,37.142857142857146,1011.8571428571429
2014-04-13,0,0.0,0,0,0.5,0.0,24.857142857142858,30.428571428571427,62.285714285714285,880.4285714285714,0,0.0,0,0,0.5,0.0,22.0,33.142857142857146,37.42857142857143,1010.5714285714286,0,0.0,0,0,0.5,0.0,22.0,33.142857142857146,37.42857142857143,1010.5714285714286,0,0.0,0,0,0.5,0.0,24.857142857142858,30.428571428571427,62.285714285714285,880.4285714285714,0,0.0,0,0,0.5,0.0,22.0,33.142857142857146,37.42857142857143,1010.5714285714286,0,0.0,0,0,0.5,0.0,22.0,33.142857142857146,37.42857142857143,1010.5714285714286,0,0.0,0,0,0.5,0.0,22.0,33.142857142857146,37.42857142857143,1010.5714285714286,0,0.0,0,0,0.5,0.0,22.0,33.142857142857146,37.42857142857143,1010.5714285714286
2014-04-20,0,0.0,0,0,0.5,0.0,25.714285714285715,30.285714285714285,58.714285714285715,1010.2857142857143,0,0.0,0,0,0.5,0.0,21.285714285714285,33.0,33.42857142857143,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.285714285714285,33.0,33.42857142857143,1010.7142857142857,0,0.0,0,0,0.5,0.0,25.714285714285715,30.285714285714285,58.714285714285715,1010.2857142857143,0,0.0,0,0,0.5,0.0,21.285714285714285,33.0,33.42857142857143,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.285714285714285,33.0,33.42857142857143,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.285714285714285,33.0,33.42857142857143,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.285714285714285,33.0,33.42857142857143,1010.7142857142857
2014-04-27,0,0.0,0,0,0.5,0.0,24.285714285714285,30.142857142857142,57.857142857142854,1010.0,0,0.0,0,0,0.5,0.0,21.857142857142858,33.42857142857143,33.857142857142854,865.7142857142857,0,0.0,0,0,0.5,0.0,21.857142857142858,33.42857142857143,33.857142857142854,865.7142857142857,0,0.0,0,0,0.5,0.0,24.285714285714285,30.142857142857142,57.857142857142854,1010.0,0,0.0,0,0,0.5,0.0,21.857142857142858,33.42857142857143,33.857142857142854,865.7142857142857,0,0.0,0,0,0.5,0.0,21.857142857142858,33.42857142857143,33.857142857142854,865.7142857142857,0,0.0,0,0,0.5,0.0,21.857142857142858,33.42857142857143,33.857142857142854,865.7142857142857,0,0.0,0,0,0.5,0.0,21.857142857142858,33.42857142857143,33.857142857142854,865.7142857142857
